Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Correct Set Size,Average Iteration Age of Correct Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total Selection Time,Total Evaluation Time 
1931,0,0.586173913043481,987,1000,25,2,1771.5,0,0,2,0,2,5.598097801208496,2.4133458137512207,0.9386980533599854,0.5451915264129639,0.022495269775390625,0.014513731002807617
1932,0,0.586173913043481,987,1000,27,25,1555.6,0,0,0,0,0,5.600053548812866,2.415192127227783,0.9386997222900391,0.5451915264129639,0.022495269775390625,0.014520883560180664
1933,0,0.586173913043481,987,1000,2,1,1636.0,0,0,0,0,0,5.60138726234436,2.4164936542510986,0.9387009143829346,0.5451915264129639,0.022495269775390625,0.014528751373291016
1934,0,0.586173913043481,987,1000,23,21,1728.4761904761904,0,0,0,0,0,5.602784156799316,2.41782546043396,0.9387016296386719,0.5451915264129639,0.022495269775390625,0.014533519744873047
1935,0,0.586173913043481,987,1000,37,35,1568.111111111111,0,0,0,0,0,5.603837251663208,2.418801784515381,0.9387021064758301,0.5451915264129639,0.022495269775390625,0.014537334442138672
1936,0,0.586173913043481,987,1000,25,24,1570.25,0,0,0,0,0,5.604697227478027,2.4196114540100098,0.9387025833129883,0.5451915264129639,0.022495269775390625,0.014539957046508789
1937,0,0.586173913043481,987,1000,15,14,1618.5333333333333,0,1,2,0,2,5.60869026184082,2.4204583168029785,0.9396560192108154,0.5470881462097168,0.022529125213623047,0.014542102813720703
1938,0,0.586173913043481,987,1000,2,1,1878.0,0,0,2,0,2,5.610967636108398,2.4214565753936768,0.9404833316802979,0.5474240779876709,0.02254199981689453,0.014545917510986328
1939,0,0.586173913043481,987,1000,14,14,1652.6666666666667,0,0,0,0,0,5.6118268966674805,2.4222679138183594,0.9404840469360352,0.5474240779876709,0.02254199981689453,0.01454925537109375
1940,0,0.586173913043481,987,1000,5,1,1940.0,0,0,0,1,1,5.613586664199829,2.4231820106506348,0.9412617683410645,0.5474240779876709,0.02254199981689453,0.01455235481262207
1941,0,0.586173913043481,987,1000,30,1,1941.0,0,0,0,1,1,5.615535736083984,2.4245433807373047,0.9417760372161865,0.5474240779876709,0.02254199981689453,0.014557838439941406
1942,0,0.586173913043481,987,1000,10,7,1854.7142857142858,0,0,0,0,0,5.616513729095459,2.425495147705078,0.9417765140533447,0.5474240779876709,0.02254199981689453,0.01456141471862793
1943,0,0.586173913043481,988,1000,1,1,1943.0,0,0,0,1,0,5.617804527282715,2.4263250827789307,0.9422011375427246,0.5474240779876709,0.02254199981689453,0.014563798904418945
1944,0,0.586173913043481,988,1000,25,24,1618.52,0,1,1,0,2,5.619974851608276,2.4270997047424316,0.9430630207061768,0.5477373600006104,0.02257394790649414,0.014566183090209961
1945,0,0.586173913043481,988,1000,5,1,1945.0,0,0,0,1,1,5.6214635372161865,2.4281303882598877,0.9434702396392822,0.5477373600006104,0.02257394790649414,0.014570474624633789
1946,0,0.586173913043481,988,1000,20,20,1614.4285714285713,0,0,0,0,0,5.622396230697632,2.4290175437927246,0.9434709548950195,0.5477373600006104,0.02257394790649414,0.014574050903320312
1947,0,0.586173913043481,988,1000,9,1,1743.0,0,0,0,0,0,5.623316526412964,2.4299139976501465,0.9434716701507568,0.5477373600006104,0.02257394790649414,0.014576435089111328
1948,0,0.586173913043481,988,1000,37,36,1645.945945945946,0,0,0,0,0,5.624296426773071,2.4308245182037354,0.943472146987915,0.5477373600006104,0.02257394790649414,0.014578580856323242
1949,0,0.586173913043481,987,1000,10,10,1696.7272727272727,0,0,1,0,2,5.626312494277954,2.4316344261169434,0.9442429542541504,0.548043966293335,0.022594690322875977,0.014580726623535156
1950,0,0.586173913043481,987,1000,30,24,1631.7037037037037,0,1,2,0,2,5.629780054092407,2.433466911315918,0.9451861381530762,0.5484483242034912,0.022629737854003906,0.014583349227905273
1951,0,0.586173913043481,987,1000,9,8,1568.0,0,1,2,0,2,5.632043123245239,2.4342703819274902,0.9461796283721924,0.5487551689147949,0.022646665573120117,0.014587879180908203
1952,0,0.586173913043481,987,1000,2,1,1952.0,0,0,0,1,1,5.633183240890503,2.434954881668091,0.9465832710266113,0.5487551689147949,0.022646665573120117,0.014592170715332031
1953,0,0.586173913043481,987,1000,7,3,1316.6666666666667,0,1,2,0,2,5.635911464691162,2.4361462593078613,0.9474475383758545,0.5492017269134521,0.02267289161682129,0.014595270156860352
1954,0,0.586173913043481,987,1000,3,1,1954.0,0,0,0,1,1,5.63739013671875,2.4371330738067627,0.947880744934082,0.5492017269134521,0.02267289161682129,0.014608383178710938
1955,0,0.586173913043481,988,1000,1,1,1955.0,0,0,0,1,0,5.638601779937744,2.4379217624664307,0.9482643604278564,0.5492017269134521,0.02267289161682129,0.01461172103881836
1956,0,0.586173913043481,988,1000,17,1,1115.0,0,0,2,0,2,5.6429283618927,2.438784122467041,0.949317455291748,0.5514483451843262,0.02268505096435547,0.014613866806030273
1957,0,0.586173913043481,988,1000,4,1,1624.0,0,0,0,0,0,5.644054174423218,2.439875364303589,0.9493179321289062,0.5514483451843262,0.02268505096435547,0.014619588851928711
1958,0,0.586173913043481,987,1000,1,1,1807.0,0,0,1,0,2,5.646233797073364,2.4407403469085693,0.9501686096191406,0.5517723560333252,0.022702455520629883,0.014622926712036133
1959,0,0.586173913043481,987,1000,27,25,1620.3703703703704,0,1,2,0,2,5.648913621902466,2.441680669784546,0.9512991905212402,0.5521225929260254,0.02273106575012207,0.014626264572143555
1960,0,0.586173913043481,987,1000,12,10,1657.8333333333333,0,0,0,0,0,5.650119066238403,2.442845344543457,0.9513001441955566,0.5521225929260254,0.02273106575012207,0.014631271362304688
1961,0,0.586173913043481,987,1000,13,12,1600.4166666666667,0,1,2,0,2,5.652251720428467,2.443686008453369,0.9521245956420898,0.552422046661377,0.022753000259399414,0.014634370803833008
1962,0,0.586173913043481,986,1000,22,18,1707.2,0,0,1,0,2,5.654323577880859,2.4445433616638184,0.9528601169586182,0.5527586936950684,0.022773265838623047,0.014637470245361328
1963,0,0.586173913043481,986,1000,2,1,1963.0,0,0,0,1,1,5.655834913253784,2.445385217666626,0.9534668922424316,0.5527586936950684,0.022773265838623047,0.014641046524047852
1964,0,0.586173913043481,986,1000,3,1,1964.0,0,0,0,1,1,5.657313346862793,2.446383237838745,0.9539024829864502,0.5527586936950684,0.022773265838623047,0.014644622802734375
1965,0,0.586173913043481,985,1000,19,17,1706.7894736842106,0,0,1,0,2,5.659477472305298,2.447340726852417,0.9546687602996826,0.5530557632446289,0.022797822952270508,0.014647483825683594
1966,0,0.586173913043481,985,1000,5,5,1516.6,0,0,0,0,0,5.660324811935425,2.448166847229004,0.9546692371368408,0.5530557632446289,0.022797822952270508,0.014650583267211914
1967,0,0.586173913043481,985,1000,7,1,1967.0,0,0,0,1,1,5.661782741546631,2.449003219604492,0.955244779586792,0.5530557632446289,0.022797822952270508,0.01465296745300293
1968,0,0.586173913043481,985,1000,25,22,1687.56,0,1,2,0,2,5.664781332015991,2.450424909591675,0.956139326095581,0.5534665584564209,0.022832632064819336,0.014658212661743164
1969,0,0.586173913043481,985,1000,7,7,1500.2857142857142,0,0,0,0,0,5.665713548660278,2.451327323913574,0.9561398029327393,0.5534665584564209,0.022832632064819336,0.014662981033325195
1970,0,0.586173913043481,985,1000,5,3,1673.25,0,0,2,0,2,5.667798280715942,2.452186346054077,0.9569227695465088,0.553804874420166,0.02284717559814453,0.014665842056274414
1971,0,0.586173913043481,985,1000,6,6,1739.1666666666667,0,1,1,0,2,5.670132160186768,2.4529941082000732,0.9579613208770752,0.5541329383850098,0.022866010665893555,0.014668941497802734
1972,0,0.586173913043481,985,1000,8,3,1214.6666666666667,0,1,2,0,2,5.672518730163574,2.4540700912475586,0.9587609767913818,0.5544679164886475,0.022879600524902344,0.014673709869384766
1973,0,0.586173913043481,985,1000,7,7,1555.2857142857142,0,0,0,0,0,5.673354387283325,2.454878568649292,0.95876145362854,0.5544679164886475,0.022879600524902344,0.01467752456665039
1974,0,0.586173913043481,985,1000,9,8,1709.888888888889,0,0,0,0,0,5.674221515655518,2.4557180404663086,0.9587616920471191,0.5544679164886475,0.022879600524902344,0.01468038558959961
1975,0,0.586173913043481,985,1000,18,18,1679.888888888889,0,0,0,0,0,5.674974679946899,2.456434965133667,0.9587621688842773,0.5544679164886475,0.022879600524902344,0.014682531356811523
1976,0,0.586173913043481,985,1000,4,4,1434.0,0,0,1,0,1,5.677272081375122,2.4572365283966064,0.9597017765045166,0.5547432899475098,0.02291560173034668,0.014684200286865234
1977,0,0.586173913043481,985,1000,16,16,1621.0625,0,0,0,0,0,5.678178548812866,2.458096742630005,0.959702730178833,0.5547432899475098,0.02291560173034668,0.014687299728393555
1978,0,0.586173913043481,985,1000,8,7,1582.625,0,0,0,0,0,5.67917013168335,2.459057331085205,0.9597032070159912,0.5547432899475098,0.02291560173034668,0.01469111442565918
1979,0,0.586173913043481,985,1000,3,1,1979.0,0,0,0,1,1,5.680490016937256,2.45986270904541,0.960167646408081,0.5547432899475098,0.02291560173034668,0.014693498611450195
1980,0,0.586173913043481,986,1000,7,3,1150.0,0,0,2,0,1,5.68297004699707,2.4606804847717285,0.9614207744598389,0.5550432205200195,0.022928714752197266,0.01469564437866211
1981,0,0.586173913043481,986,1000,14,14,1768.25,0,0,0,0,0,5.68413233757019,2.461792230606079,0.9614212512969971,0.5550432205200195,0.022928714752197266,0.014698982238769531
1982,0,0.586173913043481,986,1000,3,2,1659.0,0,1,2,0,2,5.686336517333984,2.4626433849334717,0.9622793197631836,0.555344820022583,0.022945880889892578,0.014702081680297852
1983,0,0.586173913043481,986,1000,8,7,1733.75,0,0,0,0,0,5.687252044677734,2.463528633117676,0.9622797966003418,0.555344820022583,0.022945880889892578,0.014705419540405273
1984,0,0.586173913043481,986,1000,1,1,1984.0,0,0,0,1,1,5.6884002685546875,2.464268445968628,0.9626486301422119,0.555344820022583,0.022945880889892578,0.014708280563354492
1985,0,0.586173913043481,986,1000,23,22,1728.8461538461538,0,0,2,0,2,5.69136118888855,2.4651994705200195,0.9637792110443115,0.555922269821167,0.022980213165283203,0.01471090316772461
1986,0,0.586173913043481,986,1000,4,1,1986.0,0,0,0,1,1,5.692922115325928,2.4662632942199707,0.9642243385314941,0.555922269821167,0.022980213165283203,0.014714956283569336
1987,0,0.586173913043481,986,1000,23,21,1652.7619047619048,0,0,2,0,2,5.695105791091919,2.4671740531921387,0.9650092124938965,0.5562107563018799,0.02300262451171875,0.014719009399414062
1988,0,0.586173913043481,986,1000,11,2,1865.5,0,0,2,0,2,5.700018405914307,2.4681057929992676,0.965862512588501,0.5591998100280762,0.023020267486572266,0.014722108840942383
1989,0,0.586173913043481,986,1000,34,33,1684.5882352941176,0,0,0,0,0,5.701199769973755,2.4692115783691406,0.9658629894256592,0.5591998100280762,0.023020267486572266,0.014725923538208008
1990,0,0.586173913043481,986,1000,11,7,1701.142857142857,0,1,2,0,2,5.7043983936309814,2.4700942039489746,0.9676682949066162,0.5595254898071289,0.023034095764160156,0.014728546142578125
1991,0,0.586173913043481,986,1000,16,12,1833.8461538461538,0,0,0,0,0,5.70562481880188,2.471256732940674,0.9676692485809326,0.5595254898071289,0.023034095764160156,0.014735937118530273
1992,0,0.586173913043481,986,1000,3,3,1328.0,0,0,0,0,0,5.706438064575195,2.4720518589019775,0.9676697254180908,0.5595254898071289,0.023034095764160156,0.014739513397216797
1993,0,0.586173913043481,986,1000,1,1,1993.0,0,0,0,1,1,5.707727909088135,2.4728291034698486,0.9681322574615479,0.5595254898071289,0.023034095764160156,0.014741897583007812
1994,0,0.586173913043481,986,1000,16,16,1632.625,0,0,1,0,2,5.70980429649353,2.4736480712890625,0.9688894748687744,0.559847354888916,0.023062944412231445,0.01474452018737793
1995,0,0.586173913043481,986,1000,7,1,1995.0,0,0,0,1,1,5.7119128704071045,2.4751105308532715,0.9694688320159912,0.559847354888916,0.023062944412231445,0.014749765396118164
1996,0,0.586173913043481,986,1000,5,4,1777.6,0,0,2,0,2,5.7145562171936035,2.476235866546631,0.9704291820526123,0.5602498054504395,0.023086071014404297,0.014754295349121094
1997,0,0.586173913043481,986,1000,7,2,1962.0,0,0,0,0,0,5.715730905532837,2.477379560470581,0.9704296588897705,0.5602498054504395,0.023086071014404297,0.014758825302124023
1998,0,0.586173913043481,986,1000,11,1,834.0,0,0,2,0,2,5.720167875289917,2.47859787940979,0.9724149703979492,0.5612866878509521,0.023105382919311523,0.014762401580810547
1999,0,0.595891304347827,985,1000,12,9,1692.2727272727273,0,0,1,0,2,5.72560715675354,2.4805212020874023,0.9747183322906494,0.5618441104888916,0.023139476776123047,0.0147705078125
2000,0,0.595891304347827,985,1000,25,24,1703.0,0,0,0,0,0,5.727793455123901,2.48256254196167,0.9747195243835449,0.5618441104888916,0.023139476776123047,0.015175580978393555
2001,0,0.595891304347827,985,1000,3,1,2001.0,0,0,0,1,1,5.7313392162323,2.4845876693725586,0.9761173725128174,0.5618441104888916,0.023139476776123047,0.015182971954345703
2002,0,0.595891304347827,985,1000,13,13,1606.2142857142858,0,0,0,0,0,5.733802318572998,2.4869353771209717,0.9761197566986084,0.5618441104888916,0.023139476776123047,0.015195369720458984
2003,0,0.595891304347827,985,1000,11,9,1723.909090909091,0,1,1,0,2,5.7408082485198975,2.4889652729034424,0.9797899723052979,0.5626664161682129,0.023199081420898438,0.015207529067993164
2004,0,0.595891304347827,985,1000,3,1,2004.0,0,0,0,1,1,5.744067192077637,2.4910471439361572,0.9808151721954346,0.5626664161682129,0.023199081420898438,0.015221118927001953
2005,0,0.595891304347827,985,1000,11,7,1670.4285714285713,0,0,0,0,0,5.747238636016846,2.494109869003296,0.9808170795440674,0.5626664161682129,0.023199081420898438,0.01522970199584961
2006,0,0.595891304347827,985,1000,19,15,1703.0625,0,0,0,0,0,5.749454021453857,2.4962034225463867,0.9808189868927002,0.5626664161682129,0.023199081420898438,0.015239477157592773
2007,0,0.595891304347827,985,1000,22,19,1556.0,0,0,2,0,2,5.75734543800354,2.4984240531921387,0.9832310676574707,0.5646994113922119,0.023659467697143555,0.015247106552124023
2008,0,0.595891304347827,985,1000,3,1,1141.0,0,0,0,0,0,5.761171340942383,2.5020639896392822,0.9832344055175781,0.5646994113922119,0.023659467697143555,0.01526188850402832
2009,0,0.595891304347827,985,1000,6,5,1749.2,0,0,0,0,0,5.764599323272705,2.505368947982788,0.9832370281219482,0.5646994113922119,0.023659467697143555,0.015277385711669922
2010,0,0.595891304347827,985,1000,1,1,2010.0,0,0,0,1,1,5.769154071807861,2.5082356929779053,0.9847126007080078,0.5646994113922119,0.023659467697143555,0.015290260314941406
2011,0,0.595891304347827,985,1000,12,12,1611.6153846153845,0,0,0,0,0,5.771228075027466,2.5101993083953857,0.9847140312194824,0.5646994113922119,0.023659467697143555,0.015322208404541016
2012,0,0.595891304347827,985,1000,11,10,1817.1818181818182,0,0,0,0,0,5.774378061294556,2.5132620334625244,0.9847157001495361,0.5646994113922119,0.023659467697143555,0.015329837799072266
2013,0,0.595891304347827,985,1000,14,1,2013.0,0,0,0,1,1,5.777685642242432,2.5152080059051514,0.985914945602417,0.5646994113922119,0.023659467697143555,0.015339851379394531
2014,0,0.595891304347827,985,1000,7,7,1675.875,0,0,0,0,0,5.780350208282471,2.5177814960479736,0.9859170913696289,0.5646994113922119,0.023659467697143555,0.015350103378295898
2015,0,0.595891304347827,984,1000,13,12,1644.6923076923076,0,0,1,0,2,5.786149263381958,2.5201265811920166,0.988330602645874,0.5653526782989502,0.0237274169921875,0.015362262725830078
2016,0,0.595891304347827,984,1000,13,2,1988.0,0,0,2,0,2,5.806046009063721,2.524827003479004,0.9936909675598145,0.5746865272521973,0.02377915382385254,0.015375614166259766
2017,0,0.595891304347827,984,1000,25,1,2017.0,0,0,0,1,1,5.815215826034546,2.531135320663452,0.9960930347442627,0.5746865272521973,0.02377915382385254,0.01540064811706543
2018,0,0.595891304347827,984,1000,1,1,2003.0,0,0,0,0,0,5.818546295166016,2.5343778133392334,0.996098518371582,0.5746865272521973,0.02377915382385254,0.015424013137817383
2019,0,0.595891304347827,984,1000,15,15,1727.7058823529412,0,0,2,0,2,5.826635122299194,2.5370073318481445,0.9988620281219482,0.5765910148620605,0.023897171020507812,0.015434980392456055
2020,0,0.595891304347827,984,1000,11,1,2020.0,0,0,0,1,1,5.8334972858428955,2.5412158966064453,1.0012211799621582,0.5765910148620605,0.023897171020507812,0.015450716018676758
2021,0,0.595891304347827,984,1000,11,11,1713.090909090909,0,0,0,0,0,5.837745189666748,2.545300245285034,1.001225233078003,0.5765910148620605,0.023897171020507812,0.015471696853637695
2022,0,0.595891304347827,984,1000,4,4,1561.6,0,1,0,0,2,5.846374988555908,2.5482177734375,1.004274845123291,0.5787792205810547,0.023953914642333984,0.01549220085144043
2023,0,0.595891304347827,984,1000,13,9,1699.8,0,1,2,0,2,5.86192512512207,2.55256724357605,1.0068583488464355,0.5854678153991699,0.024082422256469727,0.01550912857055664
2024,0,0.595891304347827,984,1000,11,11,1834.0,0,0,2,0,2,5.870242357254028,2.556835174560547,1.0089468955993652,0.5867624282836914,0.02414989471435547,0.015522956848144531
2025,0,0.595891304347827,984,1000,5,5,1857.142857142857,0,0,0,0,0,5.872436285018921,2.5589115619659424,1.0089492797851562,0.5867624282836914,0.02414989471435547,0.015543937683105469
2026,0,0.595891304347827,984,1000,17,15,1757.0666666666666,0,1,2,0,2,5.876708269119263,2.5609936714172363,1.0102877616882324,0.5872631072998047,0.02419281005859375,0.01555943489074707
2027,0,0.595891304347827,984,1000,13,1,2027.0,0,0,0,1,1,5.879317760467529,2.5628578662872314,1.0109314918518066,0.5872631072998047,0.02419281005859375,0.01556706428527832
2028,0,0.595891304347827,984,1000,4,2,2003.0,0,0,0,0,0,5.880483865737915,2.5639965534210205,1.010932207107544,0.5872631072998047,0.02419281005859375,0.015572309494018555
2029,0,0.595891304347827,984,1000,6,6,1876.2857142857142,0,0,0,0,0,5.881461143493652,2.564946413040161,1.0109331607818604,0.5872631072998047,0.02419281005859375,0.015574932098388672
2030,0,0.595891304347827,984,1000,22,20,1593.3809523809523,0,0,2,0,2,5.884918928146362,2.5664713382720947,1.0122945308685303,0.5875997543334961,0.02423715591430664,0.015578985214233398
2031,0,0.595891304347827,984,1000,19,16,1791.2105263157894,0,1,2,0,2,5.887513875961304,2.5676162242889404,1.013150930404663,0.5879659652709961,0.024260997772216797,0.015583276748657227
2032,0,0.595891304347827,984,1000,14,13,1687.8666666666666,0,0,0,0,0,5.888335943222046,2.5683958530426025,1.0131514072418213,0.5879659652709961,0.024260997772216797,0.01558685302734375
2033,0,0.595891304347827,984,1000,3,3,1819.3333333333333,0,0,0,0,0,5.8891355991363525,2.5691800117492676,1.0131516456604004,0.5879659652709961,0.024260997772216797,0.015589475631713867
2034,0,0.595891304347827,985,1000,5,1,2034.0,0,0,0,1,0,5.890584707260132,2.5700600147247314,1.0136761665344238,0.5879659652709961,0.024260997772216797,0.01559138298034668
2035,0,0.595891304347827,984,1000,11,11,1694.076923076923,0,0,1,0,2,5.894922256469727,2.571319103240967,1.0145783424377441,0.5899238586425781,0.024290084838867188,0.015594959259033203
2036,0,0.595891304347827,984,1000,13,7,1792.7142857142858,0,1,1,0,2,5.897211313247681,2.5722644329071045,1.0153965950012207,0.590266227722168,0.024304866790771484,0.015598535537719727
2037,0,0.595891304347827,984,1000,1,1,2022.0,0,0,0,0,0,5.898334741592407,2.5733625888824463,1.015397310256958,0.590266227722168,0.024304866790771484,0.015601873397827148
2038,0,0.595891304347827,984,1000,5,5,1781.1666666666667,0,0,2,0,2,5.900540828704834,2.5742053985595703,1.0162873268127441,0.5905807018280029,0.02432394027709961,0.015605688095092773
2039,0,0.595891304347827,984,1000,6,6,1724.8333333333333,0,1,2,0,2,5.903003692626953,2.5751452445983887,1.0172083377838135,0.5909895896911621,0.024346590042114258,0.015619754791259766
2040,0,0.595891304347827,984,1000,15,13,1873.4666666666667,0,0,2,0,2,5.907332420349121,2.575948715209961,1.0181918144226074,0.5931735038757324,0.02436971664428711,0.015624523162841797
2041,0,0.595891304347827,984,1000,6,6,1661.4285714285713,0,1,1,0,2,5.909982204437256,2.5771119594573975,1.019115924835205,0.593533992767334,0.02439260482788086,0.015630483627319336
2042,0,0.595891304347827,983,1000,14,11,1712.6666666666667,1,0,2,0,2,5.913241863250732,2.5784244537353516,1.020172119140625,0.5941765308380127,0.02443528175354004,0.015634775161743164
2043,0,0.595891304347827,983,1000,6,6,1472.142857142857,0,0,0,0,0,5.914450407028198,2.5795960426330566,1.0201730728149414,0.5941765308380127,0.02443528175354004,0.015640974044799805
2044,0,0.595891304347827,983,1000,13,13,1747.6,0,0,0,0,0,5.915359735488892,2.580470323562622,1.0201735496520996,0.5941765308380127,0.02443528175354004,0.015644550323486328
2045,0,0.595891304347827,983,1000,7,7,1732.7777777777778,0,0,0,0,0,5.916096210479736,2.5811870098114014,1.0201740264892578,0.5941765308380127,0.02443528175354004,0.015647172927856445
2046,0,0.595891304347827,983,1000,14,4,1912.5,0,0,2,0,2,5.918790340423584,2.5821216106414795,1.02146577835083,0.5945029258728027,0.024455785751342773,0.01564955711364746
2047,0,0.595891304347827,983,1000,11,11,1807.2727272727273,0,0,0,0,0,5.919867992401123,2.5831589698791504,1.0214662551879883,0.5945029258728027,0.024455785751342773,0.01565384864807129
2048,0,0.595891304347827,983,1000,11,11,1804.5454545454545,0,0,0,0,0,5.920691013336182,2.583953380584717,1.0214667320251465,0.5945029258728027,0.024455785751342773,0.01565718650817871
2049,0,0.595891304347827,983,1000,3,1,2049.0,0,0,0,1,1,5.922595024108887,2.5850167274475098,1.0221590995788574,0.5945029258728027,0.024455785751342773,0.015659570693969727
2050,0,0.595891304347827,983,1000,22,6,1904.1666666666667,0,0,2,0,2,5.928408622741699,2.5860488414764404,1.0231475830078125,0.5981137752532959,0.02447795867919922,0.01566457748413086
2051,0,0.595891304347827,984,1000,9,9,1885.7777777777778,0,0,1,0,1,5.930873870849609,2.587040424346924,1.0240859985351562,0.598466157913208,0.02450108528137207,0.015670299530029297
2052,0,0.595891304347827,984,1000,1,1,1937.0,0,0,2,0,2,5.935437202453613,2.58843994140625,1.0252654552459717,0.5999255180358887,0.02455615997314453,0.015676259994506836
2053,0,0.595891304347827,984,1000,8,6,1878.1666666666667,0,0,0,0,0,5.936757326126099,2.5897092819213867,1.0252666473388672,0.5999255180358887,0.02455615997314453,0.015682458877563477
2054,0,0.595891304347827,984,1000,5,5,1982.6,0,0,0,0,0,5.938024282455444,2.5909297466278076,1.0252673625946045,0.5999255180358887,0.02455615997314453,0.01568746566772461
2055,0,0.595891304347827,984,1000,10,9,1684.7,0,1,1,0,2,5.943799734115601,2.593648672103882,1.0266554355621338,0.6009066104888916,0.024657487869262695,0.015691041946411133
2056,0,0.595891304347827,984,1000,16,15,1827.8666666666666,0,0,0,0,0,5.945688486099243,2.595335006713867,1.0266573429107666,0.6009066104888916,0.024657487869262695,0.015698671340942383
2057,0,0.595891304347827,984,1000,20,20,1830.909090909091,0,0,0,0,0,5.947866439819336,2.5974032878875732,1.0266592502593994,0.6009066104888916,0.024657487869262695,0.015705585479736328
2058,0,0.595891304347827,984,1000,13,13,1701.857142857143,0,1,2,0,2,5.952172756195068,2.5989184379577637,1.0283613204956055,0.6016159057617188,0.024707317352294922,0.01571202278137207
2059,0,0.595891304347827,984,1000,21,14,1755.5,0,0,0,0,0,5.955467700958252,2.602074384689331,1.0283634662628174,0.6016159057617188,0.024707317352294922,0.015720844268798828
2060,0,0.595891304347827,984,1000,16,1,2060.0,0,0,0,1,1,5.958872079849243,2.604090929031372,1.0295875072479248,0.6016159057617188,0.024707317352294922,0.015730619430541992
2061,0,0.595891304347827,983,1000,10,10,1875.4166666666667,0,0,1,0,2,5.968785047531128,2.6068637371063232,1.0319175720214844,0.605898380279541,0.024773120880126953,0.015739917755126953
2062,0,0.595891304347827,983,1000,12,12,1856.4166666666667,0,1,1,0,2,5.974644422531128,2.609057903289795,1.0342726707458496,0.6067156791687012,0.024837732315063477,0.01575160026550293
2063,0,0.595891304347827,983,1000,9,2,1959.5,0,0,2,0,2,5.981049299240112,2.612053632736206,1.0365712642669678,0.6075329780578613,0.024878501892089844,0.01576375961303711
2064,0,0.595891304347827,983,1000,18,5,1843.8,0,0,2,0,2,5.986783504486084,2.6150732040405273,1.0382323265075684,0.6082448959350586,0.02491307258605957,0.015773773193359375
2065,0,0.595891304347827,983,1000,6,4,1769.6,0,0,2,0,2,5.99207878112793,2.6174700260162354,1.0402705669403076,0.6088540554046631,0.024950504302978516,0.015781641006469727
2066,0,0.595891304347827,983,1000,13,1,2066.0,0,0,0,1,1,5.996123313903809,2.61989426612854,1.041722297668457,0.6088540554046631,0.024950504302978516,0.015791654586791992
2067,0,0.595891304347827,983,1000,37,35,1859.75,0,1,1,0,2,6.001688003540039,2.622476100921631,1.0435473918914795,0.6095330715179443,0.025017499923706055,0.01582193374633789
2068,0,0.595891304347827,983,1000,30,26,1786.7037037037037,0,0,2,0,2,6.006408214569092,2.6245787143707275,1.0451252460479736,0.6101880073547363,0.025075912475585938,0.015834569931030273
2069,0,0.595891304347827,983,1000,5,5,1960.8,0,0,0,0,0,6.008450031280518,2.6265602111816406,1.0451264381408691,0.6101880073547363,0.025075912475585938,0.015844106674194336
2070,0,0.595891304347827,983,1000,8,8,1927.6666666666667,0,0,0,0,0,6.011076927185059,2.629122495651245,1.0451281070709229,0.6101880073547363,0.025075912475585938,0.01585102081298828
2071,0,0.595891304347827,983,1000,29,27,1855.1851851851852,0,1,1,0,2,6.017864942550659,2.6319870948791504,1.0475621223449707,0.6111726760864258,0.02514481544494629,0.015857934951782227
2072,0,0.595891304347827,983,1000,12,12,1800.9285714285713,0,0,0,0,0,6.020516395568848,2.6345133781433105,1.0475637912750244,0.6111726760864258,0.02514481544494629,0.015872955322265625
2073,0,0.595891304347827,983,1000,3,3,1640.6666666666667,0,0,0,0,0,6.024012804031372,2.6378939151763916,1.0475668907165527,0.6111726760864258,0.02514481544494629,0.01588153839111328
2074,0,0.595891304347827,983,1000,1,1,2038.0,0,0,2,0,2,6.031428098678589,2.6406326293945312,1.0509207248687744,0.6120963096618652,0.025193452835083008,0.015902042388916016
2075,0,0.595891304347827,984,1000,13,13,1823.7857142857142,0,1,1,0,1,6.0405519008636475,2.644063949584961,1.054213047027588,0.6137750148773193,0.025276660919189453,0.015916824340820312
2076,0,0.595891304347827,984,1000,17,10,1840.090909090909,0,0,0,0,0,6.044421195983887,2.6477365493774414,1.0542163848876953,0.6137750148773193,0.025276660919189453,0.015930891036987305
2077,0,0.595891304347827,983,1000,2,1,919.0,0,0,1,0,2,6.051592111587524,2.6503844261169434,1.0575973987579346,0.6145026683807373,0.025325536727905273,0.015946626663208008
2078,0,0.595891304347827,983,1000,13,13,1866.1333333333334,0,0,0,0,0,6.055222034454346,2.6538944244384766,1.0575993061065674,0.6145026683807373,0.025325536727905273,0.01596832275390625
2079,0,0.595891304347827,983,1000,9,1,2079.0,0,0,0,1,1,6.058584451675415,2.656050443649292,1.0586597919464111,0.6145026683807373,0.025325536727905273,0.015976428985595703
2080,0,0.595891304347827,983,1000,10,9,1681.0,0,1,2,0,2,6.063691139221191,2.6580581665039062,1.0606293678283691,0.6152167320251465,0.025371551513671875,0.015986919403076172
2081,0,0.595891304347827,983,1000,4,2,1249.5,0,1,2,0,2,6.076785564422607,2.662156343460083,1.0634169578552246,0.6207456588745117,0.025421857833862305,0.015997886657714844
