Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Correct Set Size,Average Iteration Age of Correct Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total Selection Time,Total Evaluation Time 
8926,0,0.633847826086957,958,1000,26,13,8329.923076923076,0,0,2,0,1,33.82595157623291,18.07594585418701,8.09068489074707,4.125018119812012,0.18689465522766113,0.08893609046936035
8927,0,0.633847826086957,958,1000,20,1,8927.0,0,0,0,1,1,33.82760548591614,18.076992511749268,8.091186761856079,4.125018119812012,0.18689465522766113,0.08893966674804688
8928,0,0.633847826086957,958,1000,31,28,8435.612903225807,0,0,2,0,2,33.83112692832947,18.07855534553528,8.092370748519897,4.12552285194397,0.1869354248046875,0.08894515037536621
8929,0,0.633847826086957,959,1000,19,3,6264.666666666667,0,1,0,0,1,33.835755348205566,18.080071210861206,8.094352006912231,4.1263275146484375,0.18695664405822754,0.08895111083984375
8930,0,0.633847826086957,959,1000,23,1,7897.0,0,0,2,0,2,33.83920693397522,18.08170509338379,8.095379114151001,4.126854419708252,0.18697643280029297,0.0889589786529541
8931,0,0.633847826086957,959,1000,21,19,8249.684210526315,0,0,0,0,0,33.84063982963562,18.083070278167725,8.095379829406738,4.126854419708252,0.18697643280029297,0.08896422386169434
8932,0,0.633847826086957,959,1000,22,1,8932.0,0,0,0,1,1,33.84228491783142,18.08419108390808,8.095821380615234,4.126854419708252,0.18697643280029297,0.08897590637207031
8933,0,0.633847826086957,959,1000,16,13,8265.692307692309,0,0,2,0,2,33.844557762145996,18.085240125656128,8.096558809280396,4.127204179763794,0.18700170516967773,0.08897924423217773
8934,0,0.633847826086957,957,1000,21,20,7859.935483870968,2,0,2,0,2,33.84618854522705,18.08601403236389,8.09727954864502,4.127212762832642,0.18702435493469238,0.08898210525512695
8935,0,0.633847826086957,957,1000,39,35,7942.265306122449,0,0,0,0,0,33.84714913368225,18.08686637878418,8.097280025482178,4.127212762832642,0.18702435493469238,0.08898520469665527
8936,0,0.633847826086957,957,1000,7,6,7936.833333333333,0,0,0,0,0,33.84796977043152,18.08766508102417,8.097280502319336,4.127212762832642,0.18702435493469238,0.08898806571960449
8937,0,0.633847826086957,957,1000,7,7,8287.57142857143,0,1,1,0,2,33.850404500961304,18.08841633796692,8.098368406295776,4.127653360366821,0.1870427131652832,0.08899807929992676
8938,0,0.633847826086957,957,1000,22,21,7874.969696969697,0,0,0,0,0,33.85132360458374,18.089271783828735,8.098369121551514,4.127653360366821,0.1870427131652832,0.08900213241577148
8939,0,0.633847826086957,957,1000,28,27,7894.184210526316,0,0,0,0,0,33.8521842956543,18.090076446533203,8.098369836807251,4.127653360366821,0.1870427131652832,0.08900904655456543
8940,0,0.633847826086957,956,1000,19,15,8345.125,0,0,1,0,2,33.85496997833252,18.091164350509644,8.099624395370483,4.127959489822388,0.18706607818603516,0.08901166915893555
8941,0,0.633847826086957,956,1000,21,17,8300.764705882353,0,0,0,0,0,33.85606789588928,18.092201471328735,8.0996253490448,4.127959489822388,0.18706607818603516,0.08901643753051758
8942,0,0.633847826086957,956,1000,5,1,8942.0,0,0,0,1,1,33.85727906227112,18.092970609664917,8.100011110305786,4.127959489822388,0.18706607818603516,0.0890190601348877
8943,0,0.633847826086957,956,1000,20,20,8154.238095238095,0,0,0,0,0,33.85813665390015,18.093777894973755,8.100011348724365,4.127959489822388,0.18706607818603516,0.08902215957641602
8944,0,0.633847826086957,956,1000,24,23,7951.14705882353,0,0,0,0,0,33.85891270637512,18.094505310058594,8.100011587142944,4.127959489822388,0.18706607818603516,0.08902525901794434
8945,0,0.633847826086957,956,1000,10,10,8505.6,0,0,2,0,2,33.86106824874878,18.09532594680786,8.100784540176392,4.128374099731445,0.1870884895324707,0.08902764320373535
8946,0,0.633847826086957,956,1000,29,29,8481.344827586207,0,1,2,0,2,33.86380648612976,18.096410512924194,8.101711511611938,4.128827333450317,0.187119722366333,0.08903241157531738
8947,0,0.633847826086957,956,1000,29,28,7816.756756756757,0,0,0,0,0,33.86497664451599,18.09749674797058,8.101711988449097,4.128827333450317,0.187119722366333,0.08903717994689941
8948,0,0.633847826086957,956,1000,38,38,8273.333333333334,0,0,1,0,1,33.86849594116211,18.098875761032104,8.102993726730347,4.129409551620483,0.18716049194335938,0.08904075622558594
8949,0,0.633847826086957,956,1000,57,44,8430.958333333334,0,1,1,0,2,33.873225688934326,18.100918769836426,8.104479789733887,4.130164861679077,0.18721795082092285,0.08904719352722168
8950,0,0.633847826086957,956,1000,10,9,8530.555555555555,0,0,2,0,2,33.878217458724976,18.102747440338135,8.106043100357056,4.13103985786438,0.18724513053894043,0.08905434608459473
8951,0,0.633847826086957,956,1000,24,23,7780.515151515152,0,0,0,0,0,33.88015556335449,18.1045503616333,8.106044292449951,4.13103985786438,0.18724513053894043,0.08907032012939453
8952,0,0.633847826086957,954,1000,26,25,7987.184210526316,1,0,1,0,2,33.885295152664185,18.106101036071777,8.108176946640015,4.132155656814575,0.18731331825256348,0.08907651901245117
8953,0,0.633847826086957,954,1000,24,15,8424.933333333332,0,0,2,0,2,33.89590311050415,18.108977794647217,8.110896110534668,4.136522054672241,0.1873772144317627,0.08908700942993164
8954,0,0.633847826086957,954,1000,29,28,8069.658536585366,0,0,0,0,0,33.899113178253174,18.111989974975586,8.110897779464722,4.136522054672241,0.1873772144317627,0.08910417556762695
8955,0,0.633847826086957,954,1000,13,12,8478.166666666666,0,1,2,0,2,33.904452323913574,18.1141140460968,8.11288571357727,4.13735818862915,0.1874396800994873,0.08911347389221191
8956,0,0.633847826086957,954,1000,23,1,8956.0,0,0,0,1,1,33.90742492675781,18.11623501777649,8.113604545593262,4.13735818862915,0.1874396800994873,0.08912229537963867
8957,0,0.633847826086957,954,1000,17,5,8582.2,0,0,0,0,0,33.909111738204956,18.117863655090332,8.113605499267578,4.13735818862915,0.1874396800994873,0.08912897109985352
8958,0,0.633847826086957,953,1000,17,2,8585.666666666666,0,0,1,0,2,33.914870262145996,18.11936092376709,8.114834070205688,4.140106439590454,0.18746423721313477,0.08913326263427734
8959,0,0.633847826086957,953,1000,39,37,8084.075471698113,0,0,0,0,0,33.91624593734741,18.120624780654907,8.114834785461426,4.140106439590454,0.18746423721313477,0.08913922309875488
8960,0,0.633847826086957,953,1000,40,39,8043.264150943396,0,0,0,0,0,33.91737222671509,18.12165403366089,8.114835262298584,4.140106439590454,0.18746423721313477,0.08915328979492188
8961,0,0.633847826086957,952,1000,15,1,8838.0,0,0,1,0,2,33.919800996780396,18.12270951271057,8.1157386302948,4.140448093414307,0.18747973442077637,0.08915567398071289
8962,0,0.633847826086957,952,1000,41,35,8262.351351351352,0,0,0,0,0,33.92095422744751,18.123778581619263,8.115739107131958,4.140448093414307,0.18747973442077637,0.08915901184082031
8963,0,0.633847826086957,952,1000,26,25,7869.921052631579,0,0,0,0,0,33.92184066772461,18.124608755111694,8.115739345550537,4.140448093414307,0.18747973442077637,0.08916139602661133
8964,0,0.633847826086957,953,1000,34,28,8528.392857142857,0,1,1,0,1,33.92428231239319,18.12563467025757,8.116561651229858,4.1408257484436035,0.18750882148742676,0.08916354179382324
8965,0,0.633847826086957,953,1000,38,32,8451.575757575758,0,0,0,0,0,33.92544174194336,18.126710414886475,8.116562366485596,4.1408257484436035,0.18750882148742676,0.08916687965393066
8966,0,0.633847826086957,953,1000,31,30,7980.860465116279,0,0,2,0,2,33.9277458190918,18.127638816833496,8.117391347885132,4.1411802768707275,0.18753933906555176,0.08916950225830078
8967,0,0.633847826086957,953,1000,24,20,8519.95,0,0,0,0,0,33.9287805557251,18.12861657142639,8.11739206314087,4.1411802768707275,0.18753933906555176,0.0891728401184082
8968,0,0.633847826086957,953,1000,35,34,8129.382978723404,0,0,0,0,0,33.929654598236084,18.12942385673523,8.117392539978027,4.1411802768707275,0.18753933906555176,0.08917522430419922
8969,0,0.633847826086957,953,1000,26,26,7922.609756097561,0,0,0,0,0,33.93038725852966,18.130106925964355,8.117392778396606,4.1411802768707275,0.18753933906555176,0.08917737007141113
8970,0,0.633847826086957,953,1000,2,1,8970.0,0,0,0,1,1,33.93314051628113,18.13148283958435,8.118654251098633,4.1411802768707275,0.18753933906555176,0.08917951583862305
8971,0,0.633847826086957,953,1000,18,17,8378.318181818182,0,0,0,0,0,33.93452978134155,18.13280987739563,8.118654727935791,4.1411802768707275,0.18753933906555176,0.08918595314025879
8972,0,0.633847826086957,954,1000,14,14,8545.57142857143,0,0,2,0,1,33.93684673309326,18.133798122406006,8.11946988105774,4.141540288925171,0.18757176399230957,0.08918952941894531
8973,0,0.633847826086957,954,1000,34,30,8348.46875,0,1,2,0,2,33.940834045410156,18.136205673217773,8.120353698730469,4.141957521438599,0.18760919570922852,0.08919358253479004
8974,0,0.633847826086957,954,1000,16,15,8296.8125,0,1,2,0,2,33.94459676742554,18.138227701187134,8.121372938156128,4.14245343208313,0.187636137008667,0.08919882774353027
8975,0,0.633847826086957,954,1000,21,20,8529.4,0,0,0,0,0,33.946609020233154,18.140172481536865,8.121373891830444,4.14245343208313,0.187636137008667,0.08920431137084961
8976,0,0.633847826086957,954,1000,26,25,7908.875,0,0,0,0,0,33.947755098342896,18.141237497329712,8.121374607086182,4.14245343208313,0.187636137008667,0.08920836448669434
8977,0,0.633847826086957,955,1000,19,1,8477.0,0,0,2,0,1,33.95143532752991,18.142678022384644,8.122782468795776,4.143085718154907,0.18765592575073242,0.08921170234680176
8978,0,0.633847826086957,955,1000,8,1,8978.0,0,0,0,1,1,33.95541214942932,18.1453754901886,8.123797178268433,4.143085718154907,0.18765592575073242,0.0892186164855957
8979,0,0.633847826086957,955,1000,30,28,8545.5,0,0,0,0,0,33.95897102355957,18.148661375045776,8.123800992965698,4.143085718154907,0.18765592575073242,0.08922863006591797
8980,0,0.633847826086957,955,1000,24,17,8626.117647058823,0,0,0,0,0,33.9623544216156,18.151906967163086,8.123802185058594,4.143085718154907,0.18765592575073242,0.08925032615661621
8981,0,0.633847826086957,955,1000,36,31,8340.3125,0,1,2,0,2,33.96769738197327,18.15404200553894,8.125784635543823,4.143849611282349,0.18772578239440918,0.08925700187683105
8982,0,0.633847826086957,955,1000,16,15,7876.727272727273,0,0,0,0,0,33.969441413879395,18.15570592880249,8.125785827636719,4.143849611282349,0.18772578239440918,0.0892646312713623
8983,0,0.633847826086957,955,1000,16,16,8379.5625,0,0,2,0,2,33.97482872009277,18.15721583366394,8.128709554672241,4.144499063491821,0.18777179718017578,0.08927130699157715
8984,0,0.633847826086957,954,1000,34,25,8114.615384615385,1,1,2,0,2,33.978482484817505,18.159119367599487,8.12984013557434,4.1447882652282715,0.18781709671020508,0.0892796516418457
8985,0,0.633847826086957,954,1000,11,1,8257.0,0,0,2,0,2,33.982036113739014,18.16108512878418,8.130802869796753,4.1452476978302,0.1878352165222168,0.08928585052490234
8986,0,0.633847826086957,953,1000,32,32,8505.030303030304,0,0,1,0,2,33.984716176986694,18.16238260269165,8.131604671478271,4.145655393600464,0.1878657341003418,0.08929038047790527
8987,0,0.633847826086957,954,1000,26,25,8568.777777777777,0,1,2,0,1,33.98695421218872,18.163249254226685,8.132378578186035,4.146060466766357,0.18788766860961914,0.0892937183380127
8988,0,0.633847826086957,955,1000,20,18,8229.111111111111,0,0,2,0,1,33.98955678939819,18.164337635040283,8.133198261260986,4.146496772766113,0.1879444122314453,0.08929705619812012
8989,0,0.633847826086957,955,1000,26,22,8144.409090909091,0,1,2,0,2,33.99316477775574,18.16542959213257,8.133941650390625,4.1480793952941895,0.18796539306640625,0.08930182456970215
8990,0,0.633847826086957,955,1000,12,12,7849.5,0,0,0,0,0,33.994401693344116,18.166627645492554,8.133942127227783,4.1480793952941895,0.18796539306640625,0.08930516242980957
8991,0,0.633847826086957,954,1000,9,9,8115.3,0,0,1,0,2,33.99636244773865,18.167462587356567,8.134732007980347,4.148312330245972,0.18798255920410156,0.0893087387084961
8992,0,0.633847826086957,954,1000,2,2,8526.0,0,0,1,0,1,33.99824571609497,18.168227672576904,8.135441303253174,4.148629188537598,0.18799424171447754,0.08931207656860352
8993,0,0.633847826086957,955,1000,3,3,6865.0,0,1,2,0,1,34.00017976760864,18.168946504592896,8.136139392852783,4.149015665054321,0.1880044937133789,0.08931517601013184
8994,0,0.633847826086957,955,1000,24,22,8533.91304347826,0,0,0,0,0,34.00126791000366,18.169971466064453,8.136144399642944,4.149015665054321,0.1880044937133789,0.08931875228881836
8995,0,0.633847826086957,955,1000,18,17,7829.571428571428,0,0,0,0,0,34.002049684524536,18.17071223258972,8.136144876480103,4.149015665054321,0.1880044937133789,0.08932185173034668
8996,0,0.633847826086957,955,1000,23,22,7909.5142857142855,0,0,0,0,0,34.00276517868042,18.17138385772705,8.13614559173584,4.149015665054321,0.1880044937133789,0.0893242359161377
8997,0,0.633847826086957,955,1000,11,8,8126.222222222223,0,0,2,0,2,34.00463652610779,18.172051429748535,8.136932849884033,4.149326324462891,0.1880207061767578,0.08932638168334961
8998,0,0.633847826086957,955,1000,29,1,8660.0,0,0,1,0,1,34.00893211364746,18.172995567321777,8.137730598449707,4.151745557785034,0.18802952766418457,0.08933067321777344
8999,0,0.639804347826088,955,1000,14,1,8999.0,0,0,0,1,1,34.01072955131531,18.17413830757141,8.138131380081177,4.151745557785034,0.18802952766418457,0.08934378623962402
9000,0,0.639804347826088,954,1000,26,1,8285.0,0,0,1,0,2,34.01306462287903,18.175256490707397,8.138895034790039,4.152072906494141,0.18804049491882324,0.08952784538269043
9001,0,0.639804347826088,955,1000,9,1,9001.0,0,0,0,1,0,34.01475644111633,18.176401138305664,8.139378309249878,4.152072906494141,0.18804049491882324,0.08953118324279785
9002,0,0.639804347826088,955,1000,12,11,8049.454545454545,0,0,0,0,0,34.015753984451294,18.177364349365234,8.139378786087036,4.152072906494141,0.18804049491882324,0.08953523635864258
9003,0,0.639804347826088,955,1000,9,9,8477.222222222223,0,1,2,0,2,34.01781368255615,18.178213357925415,8.140100240707397,4.152426242828369,0.18805813789367676,0.0895376205444336
9004,0,0.639804347826088,955,1000,44,34,8444.166666666666,0,0,0,0,0,34.01891469955444,18.179231643676758,8.140100955963135,4.152426242828369,0.18805813789367676,0.08954095840454102
9005,0,0.639804347826088,955,1000,11,1,9005.0,0,0,0,1,1,34.02004790306091,18.179954051971436,8.140467643737793,4.152426242828369,0.18805813789367676,0.08954358100891113
9006,0,0.639804347826088,955,1000,12,1,8838.0,0,0,2,0,2,34.0224928855896,18.180869579315186,8.141482830047607,4.152837753295898,0.18806838989257812,0.08954620361328125
9007,0,0.639804347826088,955,1000,22,1,9007.0,0,0,0,1,1,34.02450227737427,18.182284116744995,8.14197063446045,4.152837753295898,0.18806838989257812,0.08955264091491699
9008,0,0.639804347826088,954,1000,30,28,7997.4,1,1,2,0,2,34.026660680770874,18.18326473236084,8.142743587493896,4.153037786483765,0.18810081481933594,0.08955764770507812
9009,0,0.639804347826088,954,1000,35,33,8150.804347826087,0,0,0,0,0,34.02788162231445,18.18416738510132,8.142744302749634,4.153037786483765,0.18810081481933594,0.08956122398376465
9010,0,0.639804347826088,954,1000,28,26,8017.2972972972975,0,0,0,0,0,34.028825521469116,18.185043811798096,8.142745018005371,4.153037786483765,0.18810081481933594,0.08956456184387207
9011,0,0.639804347826088,954,1000,21,20,8070.310344827586,0,0,0,0,0,34.02981734275818,18.185977458953857,8.142745733261108,4.153037786483765,0.18810081481933594,0.08956766128540039
9012,0,0.639804347826088,954,1000,8,7,8156.0,0,0,0,0,0,34.03074073791504,18.186874628067017,8.142746448516846,4.153037786483765,0.18810081481933594,0.08957147598266602
9013,0,0.639804347826088,955,1000,9,1,8838.0,0,0,1,0,0,34.03299283981323,18.18763566017151,8.14365005493164,4.153504371643066,0.18812060356140137,0.08957457542419434
9014,0,0.639804347826088,956,1000,15,12,8428.916666666666,0,1,1,0,1,34.03611135482788,18.18876314163208,8.14454174041748,4.154389142990112,0.18814992904663086,0.08958005905151367
9015,0,0.639804347826088,957,1000,6,3,8882.0,0,1,2,0,1,34.038445234298706,18.18974804878235,8.145349025726318,4.154769420623779,0.18816781044006348,0.0895848274230957
9016,0,0.639804347826088,957,1000,46,1,9016.0,0,0,0,1,1,34.03991508483887,18.1907377243042,8.145741939544678,4.154769420623779,0.18816781044006348,0.08958864212036133
9017,0,0.639804347826088,957,1000,28,27,8041.742857142857,0,0,0,0,0,34.040780544281006,18.191532611846924,8.145742177963257,4.154769420623779,0.18816781044006348,0.0896003246307373
9018,0,0.639804347826088,957,1000,20,18,8077.153846153846,0,0,0,0,0,34.04207468032837,18.192681312561035,8.14574384689331,4.154769420623779,0.18816781044006348,0.08960270881652832
9019,0,0.639804347826088,956,1000,13,1,8890.0,0,0,1,0,2,34.044411420822144,18.19370698928833,8.14656138420105,4.155128479003906,0.1881847381591797,0.08961367607116699
9020,0,0.639804347826088,956,1000,12,12,8432.916666666666,0,0,0,0,0,34.04536461830139,18.19461464881897,8.146561861038208,4.155128479003906,0.1881847381591797,0.08961653709411621
9021,0,0.639804347826088,956,1000,32,31,8127.463414634146,0,0,0,0,0,34.046239137649536,18.19541883468628,8.146562337875366,4.155128479003906,0.1881847381591797,0.08961939811706543
9022,0,0.639804347826088,957,1000,10,1,9022.0,0,0,0,1,0,34.047675132751465,18.196276426315308,8.147090196609497,4.155128479003906,0.1881847381591797,0.08962154388427734
9023,0,0.639804347826088,957,1000,15,13,7980.0526315789475,0,0,0,0,0,34.04859471321106,18.197152614593506,8.147090673446655,4.155128479003906,0.1881847381591797,0.08962488174438477
9024,0,0.639804347826088,957,1000,34,34,8135.0,0,1,2,0,2,34.052162885665894,18.19827437400818,8.148595094680786,4.155670642852783,0.1882331371307373,0.08962750434875488
9025,0,0.639804347826088,957,1000,9,8,8276.555555555555,0,0,0,0,0,34.05380082130432,18.19985342025757,8.148596286773682,4.155670642852783,0.1882331371307373,0.08963513374328613
9026,0,0.639804347826088,957,1000,22,2,8182.0,0,1,2,0,2,34.05883431434631,18.201672554016113,8.150050163269043,4.156826972961426,0.18826556205749512,0.08964037895202637
9027,0,0.639804347826088,957,1000,26,26,8021.588235294118,0,0,0,0,0,34.06067442893982,18.20338749885559,8.150051593780518,4.156826972961426,0.18826556205749512,0.08964824676513672
9028,0,0.639804347826088,957,1000,22,19,8257.111111111111,0,0,0,0,0,34.06280875205994,18.205405235290527,8.150052785873413,4.156826972961426,0.18826556205749512,0.08965492248535156
9029,0,0.639804347826088,957,1000,2,1,2865.0,0,0,2,0,2,34.06775236129761,18.207372665405273,8.151949167251587,4.157567501068115,0.18829870223999023,0.08966302871704102
9030,0,0.639804347826088,957,1000,11,1,9030.0,0,0,0,1,1,34.07370924949646,18.210451126098633,8.154349565505981,4.157567501068115,0.18829870223999023,0.08967399597167969
9031,0,0.639804347826088,957,1000,29,28,8459.48275862069,0,0,2,0,2,34.08525991439819,18.214126348495483,8.158749103546143,4.160425424575806,0.1884002685546875,0.08969902992248535
9032,0,0.639804347826088,957,1000,36,4,8813.0,0,0,2,0,2,34.106828927993774,18.218693494796753,8.162832021713257,4.172671318054199,0.18846344947814941,0.08971548080444336
9033,0,0.639804347826088,958,1000,16,15,8521.666666666666,0,0,2,0,1,34.11821389198303,18.222819089889526,8.16592264175415,4.175923109054565,0.18854069709777832,0.08973431587219238
9034,0,0.639804347826088,958,1000,24,24,8026.484848484848,0,0,0,0,0,34.12238836288452,18.226766347885132,8.165924549102783,4.175923109054565,0.18854069709777832,0.08991718292236328
9035,0,0.639804347826088,958,1000,20,17,8339.941176470587,0,0,0,0,0,34.12612748146057,18.23000407218933,8.165926218032837,4.175923109054565,0.18863940238952637,0.08993291854858398
9036,0,0.639804347826088,957,1000,21,21,7937.1612903225805,1,0,2,0,2,34.13122034072876,18.232234716415405,8.16788911819458,4.176520347595215,0.1886894702911377,0.08994126319885254
9037,0,0.639804347826088,957,1000,21,19,7926.862068965517,0,0,0,0,0,34.13543248176575,18.23632836341858,8.167891025543213,4.176520347595215,0.1886894702911377,0.0899498462677002
9038,0,0.639804347826088,958,1000,7,7,8238.714285714286,0,1,1,0,1,34.141682386398315,18.238224267959595,8.170833110809326,4.177525997161865,0.18873858451843262,0.08995914459228516
9039,0,0.639804347826088,958,1000,29,1,8629.0,0,0,1,0,1,34.15809607505798,18.241379022598267,8.173158168792725,4.187743902206421,0.18878674507141113,0.08997297286987305
9040,0,0.639804347826088,958,1000,26,23,8019.5625,0,0,0,0,0,34.16131544113159,18.24441909790039,8.1731595993042,4.187743902206421,0.18878674507141113,0.08998799324035645
9041,0,0.639804347826088,957,1000,10,5,7575.166666666667,0,0,1,0,2,34.16773319244385,18.247061252593994,8.17584228515625,4.1884918212890625,0.18883609771728516,0.0899968147277832
9042,0,0.639804347826088,958,1000,18,15,8247.066666666668,0,1,1,0,1,34.17682433128357,18.25002360343933,8.180118083953857,4.189718008041382,0.1889028549194336,0.09001040458679199
9043,0,0.639804347826088,958,1000,24,24,7991.9375,0,0,0,0,0,34.17986845970154,18.2528555393219,8.180120706558228,4.189718008041382,0.1889028549194336,0.0900261402130127
9044,0,0.639804347826088,958,1000,25,24,8509.846153846154,0,0,0,0,0,34.18523573875427,18.25795578956604,8.180123805999756,4.189718008041382,0.1889028549194336,0.09003877639770508
9045,0,0.639804347826088,958,1000,5,1,2881.0,0,0,2,0,2,34.19393849372864,18.261402130126953,8.183551788330078,4.190986633300781,0.18897032737731934,0.09008979797363281
9046,0,0.639804347826088,958,1000,31,27,8657.592592592593,0,1,1,0,2,34.205925941467285,18.26678991317749,8.186931848526001,4.193155288696289,0.18906879425048828,0.09010481834411621
9047,0,0.639804347826088,959,1000,25,18,8436.526315789473,0,1,2,0,1,34.22023606300354,18.27142310142517,8.192878007888794,4.195519685745239,0.18921804428100586,0.0901193618774414
9048,0,0.639804347826088,960,1000,10,3,8691.666666666666,0,0,2,0,1,34.22861862182617,18.276896238327026,8.194756269454956,4.196185111999512,0.1892557144165039,0.09014773368835449
9049,0,0.639804347826088,960,1000,39,39,8125.541666666667,0,0,0,0,0,34.2321400642395,18.280186414718628,8.19475769996643,4.196185111999512,0.1892557144165039,0.09015965461730957
9050,0,0.639804347826088,960,1000,2,1,9050.0,0,0,0,1,1,34.236244678497314,18.28303861618042,8.195885419845581,4.196185111999512,0.1892557144165039,0.0901799201965332
9051,0,0.639804347826088,960,1000,11,5,8619.4,0,1,1,0,2,34.24292325973511,18.286484479904175,8.197646141052246,4.197044134140015,0.18929767608642578,0.09018874168395996
9052,0,0.639804347826088,960,1000,1,1,9052.0,0,0,0,1,1,34.246050119400024,18.2888240814209,8.198350191116333,4.197044134140015,0.18929767608642578,0.09019780158996582
9053,0,0.639804347826088,959,1000,13,13,7934.071428571428,0,0,1,0,2,34.24941039085388,18.290375471115112,8.199482202529907,4.197496652603149,0.18933963775634766,0.09020376205444336
9054,0,0.639804347826088,959,1000,27,27,8027.083333333333,0,0,0,0,0,34.25092053413391,18.291805267333984,8.199482917785645,4.197496652603149,0.18933963775634766,0.0902090072631836
9055,0,0.639804347826088,959,1000,5,1,8015.0,0,0,0,0,0,34.25321650505066,18.294067859649658,8.19948410987854,4.197496652603149,0.18933963775634766,0.09021306037902832
9056,0,0.639804347826088,958,1000,12,2,7925.0,0,0,1,0,2,34.25575590133667,18.2952299118042,8.20041537284851,4.197793960571289,0.1893603801727295,0.09021806716918945
9057,0,0.639804347826088,959,1000,2,2,8471.5,0,0,2,0,1,34.25897979736328,18.29603934288025,8.20157790184021,4.1988420486450195,0.18937444686889648,0.09022116661071777
9058,0,0.639804347826088,959,1000,32,31,8200.972222222223,1,0,2,0,1,34.26298427581787,18.296998500823975,8.202658891677856,4.200591325759888,0.1894087791442871,0.09022688865661621
9059,0,0.639804347826088,959,1000,27,26,8531.758620689656,0,0,1,0,1,34.26754713058472,18.29931139945984,8.20404577255249,4.201200723648071,0.1894519329071045,0.09023237228393555
9060,0,0.639804347826088,959,1000,4,1,9060.0,0,0,0,1,1,34.27059769630432,18.301265001296997,8.205018997192383,4.201200723648071,0.1894519329071045,0.090240478515625
9061,0,0.639804347826088,960,1000,14,1,9061.0,0,0,0,1,0,34.27730679512024,18.30576777458191,8.20684814453125,4.201200723648071,0.1894519329071045,0.09024882316589355
9062,0,0.639804347826088,960,1000,23,22,8663.0,0,0,0,0,0,34.28194761276245,18.310221910476685,8.20685076713562,4.201200723648071,0.1894519329071045,0.09026312828063965
9063,0,0.639804347826088,960,1000,31,30,8254.583333333334,0,0,0,0,0,34.28511023521423,18.31305170059204,8.206853866577148,4.201200723648071,0.1894519329071045,0.09027791023254395
9064,0,0.639804347826088,960,1000,21,20,8514.142857142857,0,0,2,0,2,34.29823565483093,18.31613254547119,8.210705518722534,4.206830739974976,0.18953609466552734,0.09029936790466309
9065,0,0.639804347826088,961,1000,10,1,8257.0,0,0,2,0,1,34.30397582054138,18.319490432739258,8.212131261825562,4.207530736923218,0.18956708908081055,0.09031271934509277
9066,0,0.639804347826088,961,1000,20,20,8157.62962962963,0,0,0,0,0,34.30558967590332,18.32101845741272,8.212132453918457,4.207530736923218,0.18956708908081055,0.09031963348388672
9067,0,0.639804347826088,960,1000,19,18,8691.894736842105,0,0,1,0,2,34.30939316749573,18.322795152664185,8.213426113128662,4.208048582077026,0.1896054744720459,0.09032392501831055
9068,0,0.639804347826088,960,1000,21,17,8405.64705882353,0,0,2,0,2,34.313698053359985,18.324334383010864,8.21541428565979,4.208548545837402,0.1896531581878662,0.09032893180847168
9069,0,0.639804347826088,960,1000,4,1,7469.0,0,0,2,0,2,34.31598401069641,18.325350522994995,8.216200113296509,4.208918571472168,0.189666748046875,0.09033393859863281
9070,0,0.639804347826088,960,1000,34,32,8339.228571428572,0,1,2,0,2,34.31968021392822,18.32646679878235,8.216911315917969,4.2105653285980225,0.18969345092773438,0.09033703804016113
9071,0,0.639804347826088,960,1000,6,6,8614.833333333334,0,0,0,0,0,34.320626735687256,18.32738733291626,8.216911792755127,4.2105653285980225,0.18969345092773438,0.09034085273742676
9072,0,0.639804347826088,960,1000,23,21,8288.653846153846,0,0,2,0,2,34.32266306877136,18.32821750640869,8.217654705047607,4.210893869400024,0.18971467018127441,0.09034323692321777
9073,0,0.639804347826088,960,1000,22,20,8501.0,0,0,2,0,2,34.32494044303894,18.329177856445312,8.218373537063599,4.211293697357178,0.18973588943481445,0.09035491943359375
9074,0,0.639804347826088,960,1000,2,1,9074.0,0,0,0,1,1,34.32597279548645,18.329819917678833,8.218721151351929,4.211293697357178,0.18973588943481445,0.09035825729370117
9075,0,0.639804347826088,960,1000,10,7,8421.857142857143,0,0,0,0,0,34.32716751098633,18.33098340034485,8.218721866607666,4.211293697357178,0.18973588943481445,0.09036111831665039
9076,0,0.639804347826088,960,1000,9,7,8490.0,0,0,0,0,0,34.32823896408081,18.332025051116943,8.218722581863403,4.211293697357178,0.18973588943481445,0.0903635025024414
9077,0,0.639804347826088,960,1000,27,27,8078.484848484848,0,0,0,0,0,34.32915711402893,18.332886457443237,8.218723058700562,4.211293697357178,0.18973588943481445,0.09036588668823242
9078,0,0.639804347826088,960,1000,6,2,8412.0,0,0,0,0,0,34.33002591133118,18.333738803863525,8.21872353553772,4.211293697357178,0.18973588943481445,0.09036803245544434
9079,0,0.639804347826088,960,1000,22,22,8160.2962962962965,0,0,0,0,0,34.330806016922,18.33447527885437,8.218723773956299,4.211293697357178,0.18973588943481445,0.09037041664123535
9080,0,0.639804347826088,960,1000,11,1,9080.0,0,0,0,1,1,34.33248019218445,18.335461139678955,8.219352960586548,4.211293697357178,0.18973588943481445,0.09037232398986816
